kode_bps,kode_dagri,nama_bps,nama_dagri
1101051,11.09.08,ALAFAN,ALAPAN
1101010,11.09.07,TEUPAH SELATAN,TEUPAH SELATAN
1101020,11.09.04,SIMEULUE TIMUR,SIMEULUE TIMUR
1101021,11.09.03,TEUPAH BARAT,TEUPAH BARAT
1101022,11.09.09,TEUPAH TENGAH,TEUPAH TENGAH
1101030,11.09.01,SIMEULUE TENGAH,SIMEULUE TENGAH
1101031,11.09.05,TELUK DALAM,TELUK DALAM
1101032,11.09.10,SIMEULUE CUT,SIMEULUE CUT
1101040,11.09.02,SALANG,SALANG
1101050,11.09.06,SIMEULUE BARAT,SIMEULUE BARAT
1102010,11.10.01,PULAU BANYAK,PULAU BANYAK
1102011,11.10.16,PULAU BANYAK BARAT,PULAU BANYAK BARAT
1102020,11.10.04,SINGKIL,SINGKIL
1102021,11.10.10,SINGKIL UTARA,SINGKIL UTARA
1102022,11.10.14,KUALA BARU,KUALA BARU
1102030,11.10.02,SIMPANG KANAN,SIMPANG KANAN
1102031,11.10.06,GUNUNG MERIAH,GUNUNG MERIAH
1102032,11.10.11,DANAU PARIS,DANAU PARIS
1102042,11.10.13,SINGKOHOR,SINGKOHOR
1102043,11.10.09,KOTA BAHARU,KOTA BAHARU
1102033,11.10.12,SURO,SURO MAKMUR
1103041,11.01.10,PASIE RAJA,PASI RAJA
1103050,11.01.08,TAPAK TUAN,TAPAKTUAN
1103060,11.01.06,SAMA DUA,SAMADUA
1103010,11.01.09,TRUMON,TRUMON
1103011,11.01.16,TRUMON TIMUR,TRUMON TIMUR
1103012,11.01.18,TRUMON TENGAH,TRUMON TENGAH
1103020,11.01.01,BAKONGAN,BAKONGAN
1103021,11.01.15,BAKONGAN TIMUR,BAKONGAN TIMUR
1103022,11.01.17,KOTA BAHAGIA,KOTA BAHAGIA
1103030,11.01.03,KLUET SELATAN,KLUET SELATAN
1103031,11.01.14,KLUET TIMUR,KLUET TIMUR
1103040,11.01.02,KLUET UTARA,KLUET UTARA
1103042,11.01.13,KLUET TENGAH,KLUET TENGAH
1103070,11.01.07,SAWANG,SAWANG
1103080,11.01.05,MEUKEK,MEUKEK
1103090,11.01.04,LABUHAN HAJI,LABUHAN HAJI
1103091,11.01.11,LABUHAN HAJI TIMUR,LABUHAN HAJI TIMUR
1103092,11.01.12,LABUHAN HAJI BARAT,LABUHAN HAJI BARAT
1104010,11.02.01,LAWE ALAS,LAWE ALAS
1104011,11.02.11,BABUL RAHMAH,BABUL RAHMAH
1104012,11.02.15,TANOH ALAS,TANOH ALAS
1104020,11.02.02,LAWE SIGALA-GALA,LAWE SIGALA-GALA
1104021,11.02.06,BABUL MAKMUR,BABUL MAKMUR
1104022,11.02.10,SEMADAM,SEMADAM
1104023,11.02.16,LEUSER,LEUSER
1104030,11.02.03,BAMBEL,BAMBEL
1104031,11.02.09,BUKIT TUSAM,BUKIT TUSAM
1104032,11.02.14,LAWE SUMUR,LAWE SUMUR
1104040,11.02.04,BABUSSALAM,BABUSSALAM
1104041,11.02.08,LAWE BULAN,LAWE BULAN
1104050,11.02.05,BADAR,BADAR
1104051,11.02.07,DARUL HASANAH,DARUL HASANAH
1104052,11.02.12,KETAMBE,KETAMBE
1104053,11.02.13,DELENG POKHKISEN,DELENG POKHKISEN
1105120,11.03.10,RANTO PEUREULAK,RANTAU PEUREULAK
1105080,11.03.05,SERBA JADI,SERBAJADI
1105161,11.03.13,INDRA MAKMUR,INDRA MAKMU
1105081,11.03.20,SIMPANG JERNIH,SIMPANG JERNIH
1105082,11.03.24,PEUNARON,PEUNARON
1105090,11.03.04,BIREM BAYEUN,BIREM BAYEUN
1105100,11.03.08,RANTAU SELAMAT,RANTAU SELAMAT
1105101,11.03.19,SUNGAI RAYA,SUNGAI RAYA
1105110,11.03.07,PEUREULAK,PEUREULAK
1105111,11.03.17,PEUREULAK TIMUR,PEUREULAK TIMUR
1105112,11.03.18,PEUREULAK BARAT,PEUREULAK BARAT
1105130,11.03.03,IDI RAYEUK,IDI RAYEUK
1105131,11.03.16,PEUDAWA,PEUDAWA
1105132,11.03.15,BANDA ALAM,BANDA ALAM
1105133,11.03.14,IDI TUNONG,IDI TUNONG
1105134,11.03.21,DARUL IHSAN,DARUL IHSAN
1105135,11.03.23,IDI TIMUR,IDI TIMUR
1105140,11.03.01,DARUL AMAN,DARUL AMAN
1105150,11.03.06,NURUSSALAM,NURUSSALAM
1105151,11.03.22,DARUL FALAH,DARUL FALAH
1105160,11.03.02,JULOK,JULOK
1105170,11.03.11,PANTE BIDARI,PANTE BIDARI
1105180,11.03.09,SIMPANG ULIM,SIMPANG ULIM
1105181,11.03.12,MADAT,MADAT
1106031,11.04.17,LUT TAWAR,LAUT TAWAR
1106010,11.04.01,LINGE,LINGE
1106011,11.04.18,ATU LINTANG,ATU LINTANG
1106012,11.04.19,JAGONG JEGET,JAGONG JEGET
1106020,11.04.08,BINTANG,BINTANG
1106032,11.04.11,KEBAYAKAN,KEBAYAKAN
1106040,11.04.07,PEGASING,PEGASING
1106041,11.04.20,BIES,BIES
1106050,11.04.03,BEBESEN,BEBESEN
1106051,11.04.12,KUTE PANANG,KUTE PANANG
1106060,11.04.02,SILIH NARA,SILIH NARA
1106061,11.04.10,KETOL,KETOL
1106062,11.04.13,CELALA,CELALA
1106063,11.04.21,RUSIP ANTARA,RUSIP ANTARA
1107082,11.05.08,PANTAI CEUREMEN,PANTE CEUREUMEN
1107050,11.05.01,JOHAN PAHLAWAN,JOHAN PAHWALAN
1107060,11.05.05,SAMATIGA,SAMATIGA
1107061,11.05.06,BUBON,BUBON
1107062,11.05.07,ARONGAN LAMBALEK,ARONGAN LAMBALEK
1107070,11.05.04,WOYLA,WOYLA
1107071,11.05.10,WOYLA BARAT,WOYLA BARAT
1107072,11.05.11,WOYLA TIMUR,WOYLA TIMUR
1107080,11.05.02,KAWAY XVI,KAWAY XVI
1107081,11.05.09,MEUREUBO,MEUREUBO
1107083,11.05.12,PANTON REU,PANTON REU
1107090,11.05.03,SUNGAI MAS,SUNGAI MAS
1108031,11.06.16,KUTA COT GLIE,KOTA COT GLIE
1108100,11.06.06,SUKA MAKMUR,SUKAMAKMUR
1108010,11.06.01,LHOONG,LHOONG
1108020,11.06.02,LHOKNGA,LHOKNGA
1108021,11.06.22,LEUPUNG,LEUPUNG
1108030,11.06.03,INDRAPURI,INDRAPURI
1108040,11.06.04,SEULIMEUM,SEULIMEUM
1108041,11.06.15,KOTA JANTHO,KOTA JANTHO
1108042,11.06.14,LEMBAH SEULAWAH,LEMBAH SEULAWAH
1108050,11.06.09,MESJID RAYA,MESJID RAYA
1108060,11.06.12,DARUSSALAM,DARUSSALAM
1108061,11.06.20,BAITUSSALAM,BAITUSSALAM
1108070,11.06.11,KUTA BARO,KUTA BARO
1108080,11.06.05,MONTASIK,MONTASIK
1108081,11.06.23,BLANG BINTANG,BLANG BINTANG
1108090,11.06.10,INGIN JAYA,INGIN JAYA
1108091,11.06.21,KRUENG BARONA JAYA,KRUENG BARONA JAYA
1108101,11.06.17,KUTA MALAKA,KUTA MALAKA
1108102,11.06.18,SIMPANG TIGA,SIMPANG TIGA
1108110,11.06.07,DARUL IMARAH,DARUL IMARAH
1108111,11.06.19,DARUL KAMAL,DARUL KAMAL
1108120,11.06.08,PEUKAN BADA,PEUKAN BADA
1108130,11.06.13,PULO ACEH,PULO ACEH
1109070,11.07.06,GLUMPANG TIGA,GEULUMPANG TIGA
1109151,11.07.25,GRONG GRONG,GRONG-GRONG
1109160,11.07.07,INDRAJAYA,INDRA JAYA
1109010,11.07.05,GEUMPANG,GEUMPANG
1109011,11.07.27,MANE,MANE
1109071,11.07.29,GLUMPANG BARO,GLUMPANG BARO
1109080,11.07.13,MUTIARA,MUTIARA
1109081,11.07.24,MUTIARA TIMUR,MUTIARA TIMUR
1109090,11.07.21,TIRO/TRUSEB,TIRO/TRUSEB
1109100,11.07.19,TANGSE,TANGSE
1109111,11.07.22,KEUMALA,KEUMALA
1109112,11.07.31,TITEUE,TITEUE
1109120,11.07.17,SAKTI,SAKTI
1109130,11.07.11,MILA,MILA
1109140,11.07.14,PADANG TIJI,PADANG TIJI
1109150,11.07.04,DELIMA,DELIMA
1109170,11.07.15,PEUKAN BARO,PEUKAN BARO
1109180,11.07.08,KEMBANG TANJONG,KEMBANG TANJONG
1109190,11.07.18,SIMPANG TIGA,SIMPANG TIGA
1109200,11.07.09,KOTA SIGLI,KOTA SIGLI
1109210,11.07.16,PIDIE,PIDIE
1109220,11.07.03,BATEE,BATEE
1109230,11.07.12,MUARA TIGA,MUARA TIGA
1110100,11.11.07,GANDA PURA,GANDAPURA
1110010,11.11.01,SAMALANGA,SAMALANGA
1110011,11.11.11,SIMPANG MAMPLAM,SIMPANG MAMPLAM
1110020,11.11.08,PANDRAH,PANDRAH
1110030,11.11.02,JEUNIEB,JEUNIEB
1110031,11.11.12,PEULIMBANG,PEULIMBANG
1110040,11.11.03,PEUDADA,PEUDADA
1110050,11.11.09,JULI,JULI
1110060,11.11.04,JEUMPA,JEUMPA
1110061,11.11.13,KOTA JUANG,KOTA JUANG
1110062,11.11.14,KUALA,KUALA
1110070,11.11.10,JANGKA,JANGKA
1110080,11.11.05,PEUSANGAN,PEUSANGAN
1110081,11.11.16,PEUSANGAN SELATAN,PEUSANGAN SELATAN
1110082,11.11.15,PEUSANGAN SIBLAH KRUENG,PEUSANGAN SIBLAH KRUENG
1110090,11.11.06,MAKMUR,MAKMUR
1110101,11.11.17,KUTA BLANG,KUTA BLANG
1111080,11.08.14,TANAH JAMBO AYE,T. JAMBO AYE
1111031,11.08.22,SIMPANG KERAMAT,SIMPANG KRAMAT
1111041,11.08.25,GEUREUDONG PASE,GEUREDONG PASE
1111062,11.08.24,PIRAK TIMU,PIRAK TIMUR
1111010,11.08.15,SAWANG,SAWANG
1111020,11.08.16,NISAM,NISAM
1111021,11.08.27,NISAM ANTARA,NISAM ANTARA
1111022,11.08.26,BANDA BARO,BANDA BARO
1111030,11.08.03,KUTA MAKMUR,KUTA MAKMUR
1111040,11.08.11,SYAMTALIRA BAYU,SYAMTALIRA BAYU
1111050,11.08.07,MEURAH MULIA,MEURAH MULIA
1111060,11.08.05,MATANGKULI,MATANGKULI
1111061,11.08.20,PAYA BAKONG,PAYA BAKONG
1111070,11.08.17,COT GIREK,COT GIREK
1111081,11.08.18,LANGKAHAN,LANGKAHAN
1111090,11.08.09,SEUNUDDON,SEUNUDDON
1111100,11.08.01,BAKTIYA,BAKTIYA
1111101,11.08.19,BAKTIYA BARAT,BAKTIYA BARAT
1111110,11.08.04,LHOKSUKON,LHOKSUKON
1111120,11.08.12,TANAH LUAS,TANAH LUAS
1111121,11.08.21,NIBONG,NIBONG
1111130,11.08.08,SAMUDERA,SAMUDERA
1111140,11.08.10,SYAMTALIRA ARON,SYAMTALIRA ARON
1111150,11.08.13,TANAH PASIR,TANAH PASIR
1111151,11.08.23,LAPANG,LAPANG
1111160,11.08.06,MUARA BATU,MUARA BATU
1111170,11.08.02,DEWANTARA,DEWANTARA
1112010,11.12.03,MANGGENG,MANGGENG
1112011,11.12.09,LEMBAH SABIL,LEMBAH SABIL
1112020,11.12.02,TANGAN-TANGAN,TANGAN-TANGAN
1112021,11.12.07,SETIA,SETIA
1112030,11.12.01,BLANG PIDIE,BLANG PIDIE
1112031,11.12.08,JEUMPA,JEUMPA
1112040,11.12.04,SUSOH,SUSOH
1112050,11.12.05,KUALA BATEE,KUALA BATEE
1112060,11.12.06,BABAH ROT,BABAH ROT
1113010,11.13.02,KUTA PANJANG,KUTAPANJANG
1113011,11.13.09,BLANG JERANGO,BLANGJERANGO
1113021,11.13.07,PUTRI BETUNG,PUTERI BETUNG
1113023,11.13.06,BLANG PEGAYON,BLANGPEGAYON
1113051,11.13.10,TRIPE JAYA,TERIPE JAYA
1113020,11.13.01,BLANGKEJEREN,BLANGKEJEREN
1113022,11.13.08,DABUN GELANG,DABUN GELANG
1113030,11.13.05,PINING,PINING
1113040,11.13.03,RIKIT GAIB,RIKIT GAIB
1113041,11.13.11,PANTAN CUACA,PANTAN CUACA
1113050,11.13.04,TERANGUN,TERANGUN
1114040,11.16.05,KOTA KUALA SIMPANG,KOTA KUALASINPANG
1114010,11.16.07,TAMIANG HULU,TAMIANG HULU
1114011,11.16.10,BANDAR PUSAKA,BANDAR PUSAKA
1114020,11.16.06,KEJURUAN MUDA,KEJURUAN MUDA
1114021,11.16.11,TENGGULUN,TENGGULUN
1114030,11.16.08,RANTAU,RANTAU
1114050,11.16.04,SERUWAY,SERUWAY
1114060,11.16.02,BENDAHARA,BENDAHARA
1114061,11.16.09,BANDA MULIA,BANDA MULIA
1114070,11.16.03,KARANG BARU,KARANG BARU
1114071,11.16.12,SEKERAK,SEKERAK
1114080,11.16.01,MANYAK PAYED,MANYAK PAYED
1115010,11.15.05,DARUL MAKMUR,DARUL MAKMUR
1115011,11.15.09,TRIPA MAKMUR,TRIPA MAKMUR
1115020,11.15.01,KUALA,KUALA
1115021,11.15.07,KUALA PESISIR,KUALA PESISIR
1115022,11.15.08,TADU RAYA,TADU RAYA
1115030,11.15.04,BEUTONG,BEUTONG
1115031,11.15.10,BEUTONG ATEUH BANGGALANG,BEUTONG ATEUH BANGGALANG
1115040,11.15.02,SEUNAGAN,SEUNAGAN
1115041,11.15.06,SUKA MAKMUE,SUKA MAKMUE
1115050,11.15.03,SEUNAGAN TIMUR,SEUNAGAN TIMUR
1116040,11.14.03,SETIA BAKTI,SETIA BHAKTI
1116010,11.14.01,TEUNOM,TEUNOM
1116011,11.14.09,PASIE RAYA,PASIE RAYA
1116020,11.14.06,PANGA,PANGA
1116030,11.14.02,KRUENG SABEE,KRUENG SABEE
1116050,11.14.04,SAMPOINIET,SAMPOINIET
1116051,11.14.08,DARUL HIKMAH,DARUL HIKMAH
1116060,11.14.05,JAYA,JAYA
1116061,11.14.07,INDRA JAYA,INDRA JAYA
1117010,11.17.07,TIMANG GAJAH,TIMANG GAJAH
1117011,11.17.10,GAJAH PUTIH,GAJAH PUTIH
1117020,11.17.01,PINTU RIME GAYO,PINTU RIME GAYO
1117030,11.17.05,BUKIT,BUKIT
1117040,11.17.06,WIH PESAM,WIH PESAM
1117050,11.17.04,BANDAR,BANDAR
1117051,11.17.08,BENER KELIPAH,BENER KELIPAH
1117060,11.17.03,SYIAH UTAMA,SYIAH UTAMA
1117061,11.17.09,MESIDAH,MESIDAH
1117070,11.17.02,PERMATA,PERMATA
1118040,11.18.03,JANGKA BUYA,JANGKA BUAYA
1118010,11.18.01,MEUREUDU,MEUREUDU
1118020,11.18.05,MEURAH DUA,MEURAH DUA
1118030,11.18.04,BANDAR DUA,BANDAR DUA
1118050,11.18.02,ULIM,ULIM
1118060,11.18.08,TRIENGGADENG,TRIENGGADENG
1118070,11.18.07,PANTERAJA,PANTERAJA
1118080,11.18.06,BANDAR BARU,BANDAR BARU
1171010,11.71.03,MEURAXA,MEURAXA
1171011,11.71.08,JAYA BARU,JAYA BARU
1171012,11.71.07,BANDA RAYA,BANDA RAYA
1171020,11.71.01,BAITURRAHMAN,BAITURRAHMAN
1171021,11.71.05,LUENG BATA,LUENG BATA
1171030,11.71.02,KUTA ALAM,KUTA ALAM
1171031,11.71.06,KUTA RAJA,KUTA RAJA
1171040,11.71.04,SYIAH KUALA,SYIAH KUALA
1171041,11.71.09,ULEE KARENG,ULEE KARENG
1172010,11.72.02,SUKAJAYA,SUKAJAYA
1172020,11.72.01,SUKAKARYA,SUKAKARYA
1173010,11.74.01,LANGSA TIMUR,LANGSA TIMUR
1173011,11.74.04,LANGSA LAMA,LANGSA LAMA
1173020,11.74.02,LANGSA BARAT,LANGSA BARAT
1173021,11.74.05,LANGSA BARO,LANGSA BARO
1173030,11.74.03,LANGSA KOTA,LANGSA KOTA
1174010,11.73.03,BLANG MANGAT,BLANG MANGAT
1174020,11.73.01,MUARA DUA,MUARA DUA
1174021,11.73.04,MUARA SATU,MUARA SATU
1174030,11.73.02,BANDA SAKTI,BANDA SAKTI
1175010,11.75.01,SIMPANG KIRI,SIMPANG KIRI
1175020,11.75.02,PENANGGALAN,PENANGGALAN
1175030,11.75.03,RUNDENG,RUNDENG
1175040,11.75.04,SULTAN DAULAT,SULTAN DAULAT
1175050,11.75.05,LONGKIB,LONGKIB
1201082,12.04.29,SOMOLO - MOLO,SOMOLO-MOLO
1201060,12.04.10,IDANO GAWO,IDANOGAWO
1201071,12.04.35,SOGAEADU,SOGAE'ADU
1201081,12.04.28,MA U,MA'U
1201131,12.04.20,HILI SERANGKAI,HILISERANGKAI
1201061,12.04.11,BAWOLATO,BAWOLATO
1201062,12.04.27,ULUGAWO,ULUGAWO
1201070,12.04.06,GIDO,GIDO
1201130,12.04.05,HILIDUHO,HILIDUHO
1201132,12.04.21,BOTOMUZOI,BOTOMUZOI
1202010,12.13.15,BATAHAN,BATAHAN
1202011,12.13.22,SINUNUKAN,SINUNUKAN
1202020,12.13.13,BATANG NATAL,BATANG NATAL
1202021,12.13.14,LINGGA BAYU,LINGGA BAYU
1202022,12.13.18,RANTO BAEK,RANTO BAEK
1202030,12.13.08,KOTANOPAN,KOTANOPAN
1202031,12.13.11,ULU PUNGKUT,ULU PUNGKUT
1202032,12.13.10,TAMBANGAN,TAMBANGAN
1202033,12.13.09,LEMBAH SORIK MARAPI,LEMBAH SORIK MARAPI
1202034,12.13.20,PUNCAK SORIK MARAPI,PUNCAK SORIK MARAPI
1202040,12.13.12,MUARA SIPONGI,MUARA SIPONGI
1202041,12.13.21,PAKANTAN,PAKANTAN
1202050,12.13.01,PANYABUNGAN,PANYABUNGAN
1202051,12.13.04,PANYABUNGAN SELATAN,PANYABUNGAN SELATAN
1202052,12.13.05,PANYABUNGAN BARAT,PANYABUNGAN BARAT
1202053,12.13.02,PANYABUNGAN UTARA,PANYABUNGAN UTARA
1202054,12.13.03,PANYABUNGAN TIMUR,PANYABUNGAN TIMUR
1202055,12.13.19,HUTA BARGOT,HUTA BARGOT
1202060,12.13.16,NATAL,NATAL
1202070,12.13.17,MUARA BATANG GADIS,MUARA BATANG GADIS
1202080,12.13.06,SIABU,SIABU
1202081,12.13.07,BUKIT MALINTANG,BUKIT MALINTANG
1202082,12.13.23,NAGA JUANG,NAGA JUANG
1203090,12.03.01,ANGKOLA  BARAT,ANGKOLA BARAT
1203010,12.03.07,BATANG ANGKOLA,BATANG ANGKOLA
1203011,12.03.21,SAYUR MATINGGI,SAYUR MATINGGI
1203012,12.03.30,TANO TOMBANGAN ANGKOLA,TANO TOMBANGAN ANGKOLA
1203070,12.03.03,ANGKOLA TIMUR,ANGKOLA TIMUR
1203080,12.03.06,ANGKOLA SELATAN,ANGKOLA SELATAN
1203091,12.03.31,ANGKOLA SANGKUNUR,ANGKOLA SANGKUNUR
1203100,12.03.02,BATANG TORU,BATANG TORU
1203101,12.03.20,MARANCAR,MARANCAR
1203102,12.03.29,MUARA BATANG TORU,MUARA BATANG TORU
1203110,12.03.04,SIPIROK,SIPIROK
1203120,12.03.14,ARSE,ARSE
1203160,12.03.05,SAIPAR DOLOK HOLE,SAIPAR DOLOK HOLE
1203161,12.03.22,AEK BILAH,AEK BILAH
1204010,12.01.04,PINANG SORI,PINANGSORI
1204022,12.01.18,SUKABANGUN,SUKA BANGUN
1204071,12.01.09,SOSOR GADONG,SOSORGADONG
1204011,12.01.15,BADIRI,BADIRI
1204020,12.01.08,SIBABANGUN,SIBABANGUN
1204021,12.01.19,LUMUT,LUMUT
1204030,12.01.03,PANDAN,PANDAN
1204031,12.01.14,TUKKA,TUKKA
1204032,12.01.20,SARUDIK,SARUDIK
1204040,12.01.07,TAPIAN NAULI,TAPIAN NAULI
1204041,12.01.13,SITAHUIS,SITAHUIS
1204050,12.01.06,KOLANG,KOLANG
1204060,12.01.02,SORKAM,SORKAM
1204061,12.01.10,SORKAM BARAT,SORKAM BARAT
1204062,12.01.16,PASARIBU TOBING,PASARIBU TOBING
1204070,12.01.01,BARUS,BARUS
1204072,12.01.12,ANDAM DEWI,ANDAM DEWI
1204073,12.01.17,BARUS UTARA,BARUS UTARA
1204080,12.01.05,MANDUAMAS,MANDUAMAS
1204081,12.01.11,SIRANDORUNG,SIRANDORUNG
1205040,12.02.03,ADIANKOTING,ADIAN KOTING
1205081,12.02.08,PURBATUA,PURBA TUA
1205120,12.02.09,SIBORONGBORONG,SIBORONG-BORONG
1205030,12.02.11,PARMONANGAN,PARMONANGAN
1205050,12.02.04,SIPOHOLON,SIPOHOLON
1205060,12.02.01,TARUTUNG,TARUTUNG
1205061,12.02.02,SIATAS BARITA,SIATAS BARITA
1205070,12.02.05,PAHAE JULU,PAHAE JULU
1205080,12.02.06,PAHAE JAE,PAHAE JAE
1205082,12.02.07,SIMANGUMBAN,SIMANGUMBAN
1205090,12.02.13,PANGARIBUAN,PANGARIBUAN
1205100,12.02.14,GAROGA,GAROGA
1205110,12.02.12,SIPAHUTAR,SIPAHUTAR
1205130,12.02.10,PAGARAN,PAGARAN
1205180,12.02.15,MUARA,MUARA
1206030,12.12.01,BALIGE,BALIGE
1206031,12.12.22,TAMPAHAN,TAMPAHAN
1206040,12.12.02,LAGUBOTI,LAGUBOTI
1206050,12.12.04,HABINSARAN,HABINSARAN
1206051,12.12.06,BORBOR,BORBOR
1206052,12.12.21,NASSAU,NASSAU
1206060,12.12.03,SILAEN,SILAEN
1206061,12.12.19,SIGUMPAR,SIGUMPAR
1206070,12.12.07,PORSEA,PORSEA
1206071,12.12.05,PINTU POHAN MERANTI,PINTU POHAN MERANTI
1206072,12.12.20,SIANTAR NARUMONDA,SIANTAR NARUMONDA
1206073,12.12.24,PARMAKSIAN,PARMAKSIAN
1206080,12.12.09,LUMBAN JULU,LUMBAN JULU
1206081,12.12.10,ULUAN,ULUAN
1206082,12.12.08,AJIBATA,AJIBATA
1206083,12.12.23,BONATUA LUNASI,BONATUA LUNASI
1207050,12.10.09,BILAH HULU,BILAH HULU
1207070,12.10.14,PANGKATAN,PANGKATAN
1207080,12.10.07,BILAH BARAT,BILAH BARAT
1207130,12.10.08,BILAH HILIR,BILAH HILIR
1207140,12.10.20,PANAI HULU,PANAI HULU
1207150,12.10.18,PANAI TENGAH,PANAI TENGAH
1207160,12.10.19,PANAI HILIR,PANAI HILIR
1207210,12.10.02,RANTAU SELATAN,RANTAU SELATAN
1207220,12.10.01,RANTAU UTARA,RANTAU UTARA
1208160,12.09.19,KISARAN BARAT,KOTA KISARAN BARAT
1208170,12.09.20,KISARAN TIMUR,KOTA KISARAN TIMUR
1208022,12.09.22,RAHUNING,RAHUNIG
1208010,12.09.17,BANDAR PASIR MANDOGE,BANDAR PASIR MANDOGE
1208020,12.09.15,BANDAR PULAU,BANDAR PULAU
1208021,12.09.21,AEK SONGSONGAN,AEK SONGSONGAN
1208030,12.09.14,PULAU RAKYAT,PULAU RAKYAT
1208031,12.09.18,AEK KUASAN,AEK KUASAN
1208032,12.09.32,AEK LEDONG,AEK LEDONG
1208040,12.09.11,SEI KEPAYANG,SEI KEPAYANG
1208041,12.09.24,SEI KEPAYANG BARAT,SEI KEPAYANG BARAT
1208042,12.09.25,SEI KEPAYANG TIMUR,SEI KEPAYANG TIMUR
1208050,12.09.10,TANJUNG BALAI,TANJUNG BALAI
1208060,12.09.12,SIMPANG EMPAT,SIMPANG EMPAT
1208061,12.09.31,TELUK DALAM,TELUK DALAM
1208070,12.09.13,AIR BATU,AIR BATU
1208071,12.09.23,SEI DADAP,SEI DADAP
1208080,12.09.16,BUNTU PANE,BUNTU PANE
1208081,12.09.26,TINGGI RAJA,TINGGI RAJA
1208082,12.09.27,SETIA JANJI,SETIA JANJI
1208090,12.09.08,MERANTI,MERANTI
1208091,12.09.30,PULO BANDRING,PULO BANDRING
1208092,12.09.29,RAWANG PANCA ARGA,RAWANG PANCA ARGA
1208100,12.09.09,AIR JOMAN,AIR JOMAN
1208101,12.09.28,SILAU LAUT,SILAU LAUT
1209011,12.08.31,PEMATANG SILIMAHUTA,PAMATANG SILIMA HUTA
1209091,12.08.05,PANOMBEAN PANEI,PANOMBEIAN PANE
1209120,12.08.27,SILAU KAHEAN,SILOU KAHEAN
1209170,12.08.18,HUTABAYU RAJA,HUTA BAYU RAJA
1209190,12.08.23,BANDAR,BANDAR
1209010,12.08.25,SILIMAKUTA,SILIMAKUTA
1209020,12.08.14,PURBA,PURBA
1209021,12.08.15,HARANGGAOL HORISON,HARANGGAOL HORISON
1209030,12.08.20,DOLOK PARDAMEAN,DOLOK PARDAMEAN
1209040,12.08.09,SIDAMANIK,SIDAMANIK
1209041,12.08.10,PEMATANG SIDAMANIK,PEMATANG SIDAMANIK
1209050,12.08.16,GIRSANG SIPANGAN BOLON,GIRSANG SIPANGAN BOLON
1209060,12.08.11,TANAH JAWA,TANAH JAWA
1209061,12.08.12,HATONDUHAN,HATONDUHAN
1209070,12.08.13,DOLOK PANRIBUAN,DOLOK PANRIBUAN
1209080,12.08.06,JORLANG HATARAN,JORLANG HATARAN
1209090,12.08.04,PANEI,PANEI
1209100,12.08.29,RAYA,RAYA
1209101,12.08.32,DOLOG MASAGAL,DOLOG MASAGAL
1209110,12.08.26,DOLOK SILAU,DOLOK SILAU
1209130,12.08.07,RAYA KAHEAN,RAYA KAHEAN
1209140,12.08.28,TAPIAN DOLOK,TAPIAN DOLOK
1209150,12.08.17,DOLOK BATU NANGGAR,DOLOK BATU NANGGAR
1209160,12.08.01,SIANTAR,SIANTAR
1209161,12.08.02,GUNUNG MALELA,GUNUNG MALELA
1209162,12.08.03,GUNUNG MALIGAS,GUNUNG MALIGAS
1209171,12.08.19,JAWA MARAJA BAH JAMBI,JAWA MARAJA BAH JAMBI
1209180,12.08.21,PEMATANG BANDAR,PEMATANG BANDAR
1209181,12.08.22,BANDAR HULUAN,BANDAR HULUAN
1209191,12.08.24,BANDAR MASILAM,BANDAR MASILAM
1209200,12.08.08,BOSAR MALIGAS,BOSAR MALIGAS
1209210,12.08.30,UJUNG PADANG,UJUNG PADANG
1210060,12.11.05,SILIMA PUNGGA-PUNGGA,SILIMA PUNGGA PUNGGA
1210100,12.11.03,TIGA LINGGA,TIGALINGGA
1210030,12.11.01,SIDIKALANG,SIDIKALANG
1210031,12.11.13,BERAMPU,BERAMPU
1210032,12.11.15,SITINJO,SITINJO
1210040,12.11.10,PARBULUAN,PARBULUAN
1210050,12.11.02,SUMBUL,SUMBUL
1210051,12.11.14,SILAHISABUNGAN,SILAHISABUNGAN
1210061,12.11.11,LAE PARIRA,LAE PARIRA
1210070,12.11.04,SIEMPAT NEMPU,SIEMPAT NEMPU
1210080,12.11.07,SIEMPAT NEMPU HULU,SIEMPAT NEMPU HULU
1210090,12.11.08,SIEMPAT NEMPU HILIR,SIEMPAT NEMPU HILIR
1210101,12.11.12,GUNUNG SITEMBER,GUNUNG SITEMBER
1210110,12.11.09,PEGAGAN HILIR,PEGAGAN HILIR
1210120,12.11.06,TANAH PINEM,TANAH PINEM
1211030,12.06.08,TIGA BINANGA,TIGABINANGA
1211060,12.06.13,KUTA BULUH,KUTABULUH
1211010,12.06.10,MARDINGDING,MARDINGDING
1211020,12.06.09,LAUBALENG,LAUBALENG
1211040,12.06.07,JUHAR,JUHAR
1211050,12.06.06,MUNTE,MUNTE
1211070,12.06.11,PAYUNG,PAYUNG
1211071,12.06.17,TIGANDERKET,TIGANDERKET
1211080,12.06.12,SIMPANG EMPAT,SIMPANG EMPAT
1211081,12.06.16,NAMAN TERAN,NAMAN TERAN
1211082,12.06.15,MERDEKA,MERDEKA
1211090,12.06.01,KABANJAHE,KABANJAHE
1211100,12.06.02,BERASTAGI,BERASTAGI
1211110,12.06.04,TIGAPANAH,TIGAPANAH
