kode_bps,kode_dagri,nama_bps,nama_dagri
1276050002,12.75.03.1002,LIMAU MUNGKUR,LIMAU MUNGKUR
1276050003,12.75.03.1003,LIMAU SUNDAI,LIMAU SUNDAI
1276050004,12.75.03.1004,PAYA ROBA,PAYA ROBA
1276050005,12.75.03.1005,SUKA MAJU,SUKA MAJU
1276050006,12.75.03.1006,SUKA RAMAI,SUKARAMAI
1277010001,12.77.05.1001,SIHITANG,SIHITANG
1277010003,12.77.05.2004,SALAMBUE,SALAMBUE
1277010004,12.77.05.2006,SIGULANG,SIGULANG
1277010005,12.77.05.2010,HUTA KOJE,HUTA KOJE
1277010008,12.77.05.1002,PIJOR KOLING,PIJOR KOLING
1277010009,12.77.05.2008,GOTI,GOTI
1277010010,12.77.05.2009,MANEGEN,MANEGEN
1277010011,12.77.05.2016,MANUNGGANG JAE,MANUNGGANG JAE
1277010012,12.77.05.2017,LABUHAN RASOKI,LABUHAN RASOKI
1277010014,12.77.05.2007,MANUNGGANG JULU,MANUNGGANG JULU
1277010015,12.77.05.2018,TARUTUNG BARU,TARUTUNG BARU
1277010016,12.77.05.2015,HUTA LOMBANG,HUTA LOMBANG
1277010018,12.77.05.2014,LABUHAN LABO,LABUHAN LABO
1277010006,12.77.05.2011,HUTA LIMBONG,HUTALIMBONG
1277010002,12.77.05.2003,PAL IV P KOLING,PALOPAT PIJOR KOLING
1277010007,12.77.05.2012,HUTA PADANG PK,HUTA PADANG
1277010013,12.77.05.2005,PURBATUA P KOLING,PURBATUA PIJOR KOLING
1277010017,12.77.05.2013,PERKEBUNAN P KOLING,PERKEBUNAN PIJOR KOLING
1277020001,12.77.02.1010,HANOPAN,HANOPAN
1277020002,12.77.02.1009,SIDANGKAL,SIDANGKAL
1277020003,12.77.02.1002,WEK VI,WEK VI
1277020004,12.77.02.1005,UJUNG PADANG,UJUNG PADANG
1277020005,12.77.02.1006,AEK TAMPANG,AEK TAMPANG
1277020006,12.77.02.1007,PADANG MATINGGI,PADANG MATINGGI
1277020007,12.77.02.1008,SILANDIT,SILANDIT
1277020008,12.77.02.1001,WEK V,WEK V
1277020009,12.77.02.1004,SITAMIANG,SITAMIANG
1277020010,12.77.02.1003,LOSUNG,LOSUNG
1277020012,12.77.02.1012,SITAMIANG BARU,SITAMIANG BARU
1277020011,12.77.02.1011,PADANG MATINGGI LESTARI,PADANG MATINGGI  LESTARI
1277030005,12.77.03.2003,PURWODADI,PURWODADI
1277030006,12.77.03.2004,GUNUNG HASAHATAN,GUNUNG HASAHATAN
1277030008,12.77.03.2007,BARUAS,BARUAS
1277030009,12.77.03.2009,AEK BAYUR,AEK BAYUR
1277030010,12.77.03.2006,AEK TUHUL,AEK TUHUL
1277030011,12.77.03.2010,PUDUN JAE,PUDUN JAE
1277030012,12.77.03.2011,PUDUN JULU,PUDUN JULU
1277030013,12.77.03.2008,SILOTING,SILOTING
1277030014,12.77.03.2012,BATANG BAHAL,BATANG BAHAL
1277030015,12.77.03.2013,AEK NAJAJI,AEK NAJAJI
1277030017,12.77.03.2014,SIMIRIK,SIMIRIK
1277030018,12.77.03.1001,BATUNADUA JAE,BATUNADUA JAE
1277030019,12.77.03.1002,BATUNADUA JULU,BATUNADUA JULU
1277030007,12.77.03.2005,UJUNG GURAP,UJUNGGURAP
1277030016,12.77.03.2015,BARGOT TOPONG,BARGOTTOPONG
1277040001,12.77.01.1004,WEK IV,WEK IV
1277040002,12.77.01.1003,WEK III,WEK III
1277040003,12.77.01.1002,WEK II,WEK II
1277040004,12.77.01.1001,WEK I,WEK I
1277040005,12.77.01.1008,BATANG AYUMI JULU,BATANG AYUMI JULU
1277040006,12.77.01.1007,BATANG AYUMI JAE,BATANG AYUMI JAE
1277040007,12.77.01.1006,TOBAT,TOBAT
1277040009,12.77.01.1011,BONAN DOLOK,BONAN DOLOK
1277040010,12.77.01.1009,SADABUAN,SADABUAN
1277040011,12.77.01.1010,PANYANGGAR,PANYANGGAR
1277040013,12.77.01.1015,KANTIN,KANTIN
1277040014,12.77.01.1014,BINCAR,BINCAR
1277040015,12.77.01.1013,TIMBANGAN,TIMBANGAN
1277040016,12.77.01.1016,KAYU OMBUN,KAYU OMBUN
1277040008,12.77.01.1005,TANO BATO,TANOBATO
1277040012,12.77.01.1012,LOSUNG BATU,LOSUNG BATU.
1277050001,12.77.04.2009,PARTIHAMAN SAROHA,PARTIHAMAN SAROHA
1277050002,12.77.04.1001,HUTAIMBARU,HUTAIMBARU
1277050003,12.77.04.1005,PALOPAT MARIA,PALOPAT MARIA
1277050004,12.77.04.1003,SABUNGAN JAE,SABUNGAN JAE
1277050005,12.77.04.1004,LEMBAH LUBUK MANIK,LEMBAH LUBUK MANIK
1277050006,12.77.04.2006,SABUNGAN SIPABANGUN,SABUNGAN SIPABANGUN
1277050007,12.77.04.2007,SINGALI,SINGALI
1277050008,12.77.04.2008,HUTA PADANG,HUTA PADANG
1277050009,12.77.04.1002,LUBUK RAYA,LUBUK RAYA
1277050010,12.77.04.2010,TINJOMAN,TINJOMAN LAMA
1277051001,12.77.06.2007,SIMATOHIR,SIMATOHIR
1277051002,12.77.06.2006,RIMBA SOPING,RIMBA SOPING
1277051003,12.77.06.2005,MOMPANG,MOMPANG
1277051004,12.77.06.2002,BATU LAYAN,BATU LAYAN
1277051005,12.77.06.2001,JORING LOMBANG,JORING LOMBANG
1277051006,12.77.06.2008,JORING NATOBANG,JORING NATOBANG
1277051007,12.77.06.2003,SIMASOM,SIMASOM
1277051008,12.77.06.2004,PINTU LANGIT JAE,PINTU LANGIT JAE
1278010001,12.78.04.2022,HILIMBOWO IDANOI,HILIMBOWO IDANOI
1278010002,12.78.04.2021,HILIWETO IDANOI,HILIWETO IDANOI
1278010003,12.78.04.2026,TUHEGEO II,TUHEGEO II
1278010004,12.78.04.2025,SAMASI,SAMASI
1278010006,12.78.04.2024,OMBOLATA,OMBOLATA
1278010007,12.78.04.2023,ONOWAEMBO,ONOWAEMBO
1278010008,12.78.04.2016,SIWALUBANUA I,SIWALUBANUA I
1278010010,12.78.04.2019,LEWUOGURU IDANOI,LEWUOGURU IDANOI
1278010011,12.78.04.2020,FADORO,FADORO
1278010012,12.78.04.2001,SIFALAETE,SIFALAETE
1278010013,12.78.04.2017,HILIHAMBAWA,HILIHAMBAWA
1278010014,12.78.04.2010,TETEHOSI I,TETEHOSI I
1278010015,12.78.04.2014,TETEHOSI II,TETEHOSI II
1278010016,12.78.04.2012,BINAKA,BINAKA
1278010017,12.78.04.2013,IDANOTAE,IDANOTAE
1278010018,12.78.04.2011,FOWA,FOWA
1278010019,12.78.04.2008,SIWALUBANUA II,SIWALUBANUA II
1278010020,12.78.04.2007,HUMENE,HUMENE
1278010021,12.78.04.2006,SIMANAERE,SIMANAERE
1278010022,12.78.04.2009,HELEFANIKHA,HELEFANIKHA
1278010023,12.78.04.2005,TUHEGEO I,TUHEGEO I
1278010024,12.78.04.2003,DAHANA,DAHANA
1278010026,12.78.04.2004,BAWODESOLO,BAWODESOLO
1278010009,12.78.04.2018,AWAAI,AWA'AI
1278010025,12.78.04.2002,HILIMBAWADESOLO,HILIMBAWODESOLO
1278010005,12.78.04.2015,LOLOANAA IDANOI,LOLO'ANA'A IDANOI
1278020001,12.78.02.2008,LOLOLAKHA,LOLOLAKHA
1278020002,12.78.02.2007,ONOZITOLI TABALOHO,ONOZITOLI TABALOHO
1278020004,12.78.02.2010,OMBOLATA SIMENARI,OMBOLATA SIMENARI
1278020005,12.78.02.2006,MAZINGO TABALOHO,MAZINGO TABALOHO
1278020006,12.78.02.2001,ONONAMOLO I LOT,ONONAMOLO I LOT
1278020008,12.78.02.2005,LOLOMBOLI,LOLOMBOLI
1278020009,12.78.02.2002,FODO,FODO
1278020010,12.78.02.2003,FAEKHU,FAEKHU
1278020011,12.78.02.2004,LOLOFAOSO TABALOHO,LOLOFAOSO TABALOHO
1278020012,12.78.02.2011,HILIGARA,HILIGARA
1278020013,12.78.02.2014,HILIGODU OMBOLATA,HILIGODU OMBOLATA
1278020003,12.78.02.2009,SIHAREO I TABALOHO,SIHARE'O I TABALOHO
1278020007,12.78.02.2012,LUAHA LARAGA,LUAHALARAGA
1278020014,12.78.02.2015,TETEHOSI OMBALATA,TETEHOSI OMBOLATA
1278020016,12.78.02.2013,SISOBAHILI II TANOSEO,SISOBAHILI II TANOSE'O
1278030001,12.78.06.2008,ONOZIKHO,ONOZIKHO
1278030002,12.78.06.2004,GADA,GADA
1278030003,12.78.06.2007,HILINAKHE,HILINAKHE
1278030004,12.78.06.2005,LOLOMOYO TUHEMBERUA,LOLOMOYO TUHEMBERUA
1278030006,12.78.06.2002,TUMORI BALOHILI,TUMORI BALOHILI
1278030007,12.78.06.2001,TUMORI,TUMORI
1278030008,12.78.06.2003,ORAHILI TUMORI,ORAHILI TUMORI
1278030010,12.78.06.2009,ONONAMOLO II LOT,ONONAMOLO II LOT
1278030005,12.78.06.2006,SIHAREO SIWAHILI,SIHARE'O SIWAHILI
1278040032,12.78.01.2012,MADULA,MADULA
1278040001,12.78.01.2015,MIGA,MIGA
1278040003,12.78.01.1032,ILIR,ILIR
1278040004,12.78.01.2022,SIFALAETE TABALOHO,SIFALAETE TABALOHO
1278040006,12.78.01.2028,SISOBAHILI TABALOHO,SISOBAHILI TABALOHO
1278040008,12.78.01.2010,LASARA BAHILI,LASARA BAHILI
1278040009,12.78.01.2014,MUDIK,MUDIK
1278040010,12.78.01.2002,BOYO,BOYO
1278040013,12.78.01.2025,SIMANDRAOLO,SIMANDRAOLO
1278040014,12.78.01.2013,MADOLAOLI,MADOLAOLI
1278040016,12.78.01.2018,ONOWAEMBO,ONOWAEMBO
1278040017,12.78.01.2005,FADORO LASARA,FADORO LASARA
1278040018,12.78.01.2029,TUHEMBERUA ULU,TUHEMBERUA ULU
1278040021,12.78.01.1031,SAOMBO,SAOMBO
1278040022,12.78.01.2009,IRAONOGEBA,IRAONOGEBA
1278040023,12.78.01.2017,OMBOLATA ULU,OMBOLATA ULU
1278040025,12.78.01.2021,SAEWE,SAEWE
1278040026,12.78.01.2023,SIFALAETE ULU,SIFALAETE ULU
1278040027,12.78.01.2007,HILIMBARUZO,HILIMBARUZO
1278040031,12.78.01.2019,ONOZITOLI OLORA,ONOZITOLI OLORA
1278040007,12.78.01.2003,DAHADANO GAWU GAWU,DAHADANO GAWU-GAWU
1278040011,12.78.01.2008,HILINA A,HILINA'A
1278040015,12.78.01.2027,SISARAHILI SISAMBALAHE,SISARAHILI SISAMBUALAHE
1278040019,12.78.01.2020,ONOZITOLI SIFOROASI,ONOZITOLI SIFAOROASI
1278040020,12.78.01.1030,PASAR GUNUNG SITOLI,PASAR GUNUNGSITOLI
1278040024,12.78.01.2016,MOAWO,MO'AWO
1278040028,12.78.01.2006,HILI HAO,HILIHAO
1278040029,12.78.01.2026,SISARAHILI GAMO,SISARAHILIGAMO
1278040030,12.78.01.2001,BAWADESOLO,BAWODESOLO
1278040012,12.78.01.2011,LELEWONU NIKOOTANO,LOLOWONU NIKO'OTANO
1278040002,,SIHAREO II,
1278040005,,DAHANA,
1278050001,12.78.05.2007,FADORO YOU,FADORO YOU
1278050004,12.78.05.2009,NAZALOU LOLOWUA,NAZALOU LOLOWUA
1278050005,12.78.05.2008,LOLOLAWA,LOLOLAWA
1278050007,12.78.05.2005,TARAKHAINI,TARAKHAINI
1278050008,12.78.05.2006,FADORO HILIMBOWO,FADORO HILIMBOWO
1278050002,12.78.05.2001,NAZALOU ALOOA,NAZALOU ALO'OA
1278050003,12.78.05.2002,NIKOOTANO DAO,NIKO'OTANO DAO
1278050006,12.78.05.2004,ORAHILI TANOSEO,ORAHILI TANOSE'O
1278050009,12.78.05.2003,IRAONO LASE,IRAONOLASE
1278060001,12.78.03.2010,HILIGODU ULU,HILIGODU ULU
1278060002,12.78.03.2009,HILIMBOWO OLORA,HILIMBOWO OLORA
1278060003,12.78.03.2008,OLORA,OLORA
1278060006,12.78.03.2003,LASARA SOWU,LASARA SOWU
1278060007,12.78.03.2006,HAMBAWA,HAMBAWA
1278060008,12.78.03.2005,TETEHOSI AFIA,TETEHOSI AFIA
1278060009,12.78.03.2001,AFIA,AFIA
1278060010,12.78.03.2004,TELUK BELUKAR,TELUKBELUKAR
1278060004,12.78.03.2007,GAWU GAWU BOUSO,GAWU-GAWU BO'USO
1278060005,12.78.03.2002,LOLOANAA / LOLOMOYO,LOLO'ANA'A LOLOMOYO
1301011001,13.09.10.2002,BULASAT,BULASAT
1301011002,13.09.10.2001,SINAKA,SINAKA
1301011003,13.09.10.2004,MAKALO,MAKALO
1301011004,13.09.10.2003,MALAKOPA,MALAKOPA
1301012001,13.09.09.2002,TAIKAKO,TAIKAKO
1301012002,13.09.09.2001,SIKAKAP,SIKAKAP
1301012003,13.09.09.2003,MATOBE,MATOBE
1301013001,13.09.01.2009,SAUMANGANYA,SAUMANGANYA
1301013002,13.09.01.2008,SILABU,SILABU
1301013003,13.09.01.2007,BETUMONGA,BETUMONGA
1301021001,13.09.02.2001,BOSUA,BOSUA
1301021002,13.09.02.2003,NEMNEMLELEU,NEMNEMLELEU
1301021003,13.09.02.2002,BERIULOU,BERIULOU
1301021004,13.09.02.2004,MARA,MARA
1301021005,13.09.02.2006,SIOBAN,SIOBAN
1301021006,13.09.02.2008,SAUREINU,SAUREINU
1301021007,13.09.02.2007,MATOBE,MATOBE
1301022001,13.09.08.2001,BETUMONGA,BETUMONGA
1301022002,13.09.08.2002,GOISOOINAN,GOISOOINAN
1301022003,13.09.08.2005,BUKIT PAMEWA,BUKIT PAMEWA
1301022004,13.09.08.2006,SIPORA JAYA,SIPORA JAYA
1301022005,13.09.08.2004,SIDO MAKMUR,SIDO MAKMUR
1301022006,13.09.08.2003,TUAPEJAT,TUAPEJAT
1301030002,13.09.03.2007,MADOBAG,MADOBAG
1301030004,13.09.03.2002,MUARA SIBERUT,MUARA SIBERUT
1301030005,13.09.03.2003,MAILEPPET,MAILEPPET
1301030006,13.09.03.2004,MUNTEI,MUNTEI
1301030008,13.09.03.2005,MATOTONAN,MATOTONAN
1301031002,13.09.06.2001,KATUREI,KATUREI
1301031003,13.09.06.2002,SAGULUBBEG,SAGULUBBEG
1301031001,13.09.06.2003,PASAKIAT TEILELEU,PASAKIAT TAILELEU
1301032001,13.09.07.2003,SALIGUMA,SALIGUMA
1301032002,13.09.07.2001,SAIBI SAMUKOP,SAIBI SAMUKOP
1301032003,13.09.07.2002,CIMPUNGAN,CIMPUNGAN
1301040003,13.09.04.2007,SIRILOGUI,SIRILOGUI
1301040004,13.09.04.2006,MUARA SIKABALUAN,MUARA SIKABALUAN
1301040005,13.09.04.2005,MONGAN POULA,MONGAN POULA
1301040006,13.09.04.2004,SOTBOYAK,SOTBOYAK
1301040007,13.09.04.2003,BOJAKAN,BOJAKAN
1301040009,13.09.04.2008,MALANCAN,MALANCAN
1301041001,13.09.05.2001,SIMATALU,SIMATALU
1301041002,13.09.05.2002,SIMALEGI,SIMALEGI
1301041003,13.09.05.2003,SIGAPOKNA,SIGAPOKNA
1302011001,13.01.15.2001,SILAUT,SILAUT
1302011002,13.01.15.2010,SAMBUNGO,SAMBUNGO
1302011003,13.01.15.2009,AIR HITAM,AIR HITAM
1302011004,13.01.15.2008,LUBUK BUNTA,LUBUK BUNTA
1302011005,13.01.15.2007,DURIAN SERIBU,DURIAN SERIBU
1302011006,13.01.15.2005,PASIR BINJAI,PASIR BINJAI
1302011007,13.01.15.2006,TALANG BINJAI,TALANG BINJAI
1302011008,13.01.15.2003,SUNGAI SARIK,SUNGAI SARIK
1302011009,13.01.15.2004,SUNGAI PULAI,SUNGAI PULAI
1302011010,13.01.15.2002,SUNGAI SIRAH,SUNGAI SIRAH
1302012001,13.01.10.2001,LUNANG,LUNANG
1302012002,13.01.10.2004,LUNANG SELATAN,LUNANG SELATAN
1302012003,13.01.10.2003,LUNANG UTARA,LUNANG UTARA
1302012004,13.01.10.2005,LUNANG BARAT,LUNANG BARAT
1302012005,13.01.10.2015,SINDANG LUNANG,SINDANG LUNANG
1302012006,13.01.10.2018,LUNANG SATU,LUNANG SATU
1302012007,13.01.10.2017,LUNANG TENGAH,LUNANG TENGAH
1302012008,13.01.10.2016,PONDOK PARIAN LUNANG,PONDOK PARIAN LUNANG
1302012009,13.01.10.2019,LUNANG DUA,LUNANG DUA
1302012010,13.01.10.2020,LUNANG TIGA,LUNANG TIGA
1302020001,13.01.11.2001,TAPAN,TAPAN
1302020003,13.01.11.2007,BATANG ARAH TAPAN,BATANG ARAH TAPAN
1302020005,13.01.11.2002,PASAR TAPAN,PASAR TAPAN
1302020006,13.01.11.2008,AMPANG TULAK TAPAN,AMPANG TULAK TAPAN
1302020009,13.01.11.2018,KOTO ANAU TAPAN,KOTO ANAU TAPAN
1302020010,13.01.11.2019,DUSUN BARU TAPAN,DUSUN BARU TAPAN
1302020011,13.01.11.2009,TANJUNG PONDOK TAPAN,TANJUNG PONDOK TAPAN
1302020015,13.01.11.2010,BATANG BETUNG TAPAN,BATANG BETUNG TAPAN
1302020016,13.01.11.2017,RIAK DANAU TAPAN,RIAK DANAU TAPAN
1302020017,13.01.11.2016,BUKIT BUAI TAPAN,BUKIT BUAI TAPAN
1302021001,13.01.14.2009,KUBU TAPAN,KUBU TAPAN
1302021002,13.01.14.2007,TALANG KOTO PULAI TAPAN,TALANG KOTO PULAI TAPAN
1302021003,13.01.14.2005,BINJAI TAPAN,BINJAI TAPAN
1302021004,13.01.14.2001,SUNGAI GAMBIR SAKO TAPAN,SUNGAI GAMBIR SAKO TAPAN
1302021005,13.01.14.2010,SIMPANG GUNUNG TAPAN,SIMPANG GUNUNG TAPAN
1302021006,13.01.14.2008,KAMPUNG TENGAH TAPAN,KAMPUNG TENGAH TAPAN
1302021007,13.01.14.2006,SUNGAI PINANG TAPAN,SUNGAI PINANG TAPAN
1302021008,13.01.14.2004,TEBING TINGGI TAPAN,TEBING TINGGI TAPAN
1302021009,13.01.14.2003,TALANG BALARIK TAPAN,TALANG BALARIK TAPAN
1302021010,13.01.14.2002,LIMAU PURUT TAPAN,LIMAU PURUT TAPAN
1302030001,13.01.01.2001,INDERAPURA,INDERAPURA
1302030002,13.01.01.2002,MUARO SAKAI INDERAPURA,MUARO SAKAI INDERAPURA
1302030003,13.01.01.2004,INDERAPURA BARAT,INDERAPURA BARAT
1302030005,13.01.01.2006,INDERAPURA SELATAN,INDERAPURA SELATAN
1302030006,13.01.01.2005,KUDO-KUDO INDERAPURA,KUDO-KUDO INDERAPURA
1302030009,13.01.01.2009,SIMPANG LAMA INDERAPURA,SIMPANG LAMA INDERAPURA
1302030012,13.01.01.2012,INDERAPURA TENGAH,INDERAPURA TENGAH
1302030014,13.01.01.2010,TIGO SUNGAI INDERAPURA,TIGO SUNGAI INDERAPURA
1302030004,13.01.01.2003,TIGO SEPAKAT INDERAPURA,TIGA SEPAKAT INDERAPURA
1302030010,13.01.01.2011,TLUK AMPLU INDRAPURA,TLUK AMPLU INDERAPURA
1302031001,13.01.13.2009,INDERAPURA TIMUR,INDERAPURA TIMUR
1302031002,13.01.13.2001,INDERAPURA UTARA,INDERAPURA UTARA
1302031003,13.01.13.2010,PULAU RAJO INDERAPURA,PULAU RAJO INDERAPURA
1302031004,13.01.13.2007,TLUK KUALO INDERAPURA,TLUK KUALO INDERAPURA
1302031005,13.01.13.2005,PALOKAN INDERAPURA,PALOKAN INDERAPURA
1302031006,13.01.13.2008,TANAH BAKALI INDERAPURA,TANAH BAKALI INDERAPURA
1302031007,13.01.13.2006,LUBUK BETUNG INDERAPURA,LUBUK BETUNG INDERAPURA
1302031008,13.01.13.2003,DAMAR LAPAN BATANG INDERAPURA,DAMAR LAPAN BATANG INDERAPURA
1302031009,13.01.13.2002,MUARA INDERAPURA,MUARA INDERAPURA
1302031010,13.01.13.2004,LALANG PANJANG INDERAPURA,LALANG PANJANG INDERAPURA
1302040002,13.01.09.2001,PUNGGASAN,PUNGGASAN
1302040003,13.01.09.2004,PUNGGASAN TIMUR,PUNGGASAN TIMUR
1302040004,13.01.09.2005,PADANG XI PUNGGASAN,PADANG XI PUNGGASAN
1302040005,13.01.09.2006,LAGAN MUDIK PUNGGASAN,LAGAN MUDIK PUNGGASAN
1302040006,13.01.09.2007,LAGAN HILIR PUNGGASAN,LAGAN HILIR PUNGGASAN
1302040007,13.01.09.2003,PUNGGASAN UTARA,PUNGGASAN UTARA
1302040008,13.01.09.2014,MUARA GADANG AIR HAJI,MUARA GADANG AIR HAJI
1302040009,13.01.09.2011,AIR HAJI BARAT,AIR HAJI BARAT
1302040010,13.01.09.2010,PASAR BUKIT AIR HAJI,PASAR BUKIT AIR HAJI
1302040011,13.01.09.2015,SUNGAI SIRAH AIR HAJI,SUNGAI SIRAH AIR HAJI
1302040012,13.01.09.2013,RANTAU SIMALENANG AIR HAJI,RANTAU SIMALENANG AIR HAJI
1302040013,13.01.09.2012,AIR HAJI TENGAH,AIR HAJI TENGAH
1302040014,13.01.09.2009,PASAR LAMA MUARA AIR HAJI,PASAR LAMA MUARA AIR HAJI
1302040015,13.01.09.2008,AIR HAJI TENGGARA,AIR HAJI TENGGARA
1302040016,13.01.09.2016,MUARA KANDIS PUNGGASAN,MUARA KANDIS PUNGGASAN
1302040001,13.01.09.2002,AIE HAJI,AIR HAJI
1302050001,13.01.02.2002,SUNGAI TUNU,SUNGAI TUNU
1302050003,13.01.02.2004,SUNGAI TUNU BARAT,SUNGAI TUNU BARAT
1302050004,13.01.02.2003,SUNGAI TUNU UTARA,SUNGAI TUNU UTARA
1302050005,13.01.02.2005,NYIUR MELAMBAI PELANGAI,NYIUR MELAMBAI PELANGAI
1302050006,13.01.02.2009,PELANGAI KACIAK,PELANGAI KACIAK
1302050007,13.01.02.2008,PELANGAI GADANG,PELANGAI GADANG
1302050008,13.01.02.2007,KOTO VIII PELANGAI,KOTO VIII PELANGAI
1302050009,13.01.02.2010,PASIA PELANGAI,PASIA PELANGAI
1302050010,13.01.02.2006,SUNGAI LIKU PELANGAI,SUNGAI LIKU PELANGAI
1302050002,13.01.02.2001,PALANGAI,PELANGAI
1302060001,13.01.03.2002,LAKITAN,LAKITAN
1302060002,13.01.03.2001,KAMBANG,KAMBANG
1302060003,13.01.03.2007,LAKITAN SELATAN,LAKITAN SELATAN
1302060004,13.01.03.2009,LAKITAN TENGAH,LAKITAN TENGAH
1302060005,13.01.03.2008,LAKITAN TIMUR,LAKITAN TIMUR
1302060006,13.01.03.2006,LAKITAN UTARA,LAKITAN UTARA
1302060007,13.01.03.2005,KAMBANG BARAT,KAMBANG BARAT
1302060008,13.01.03.2003,KAMBANG UTARA,KAMBANG UTARA
1302060009,13.01.03.2004,KAMBANG TIMUR,KAMBANG TIMUR
1302070001,13.01.08.2003,AMPING PARAK,AMPING PARAK
1302070002,13.01.08.2002,SURANTIH,SURANTIH
1302070003,13.01.08.2001,TARATAK,TARATAK
1302070004,13.01.08.2004,AMPING PARAK TIMUR,AMPING PARAK TIMUR
1302070005,13.01.08.2007,AUR DURI SURANTIH,AUR DURI SURANTIH
1302070006,13.01.08.2008,RAWANG GUNUNG MALELO SURANTIH,RAWANG GUNUNG MALELO SURANTIH
1302070007,13.01.08.2009,KOTO NAN TIGO SELATAN SURANTIH,KOTO NAN TIGO SELATAN SURANTIH
1302070008,13.01.08.2010,KOTO NAN TIGO UTARA SURANTIH,KOTO NAN TIGO UTARA SURANTIH
1302070011,13.01.08.2006,LANSANO TARATAK,LANSANO TARATAK
1302070012,13.01.08.2005,KOTO TARATAK,KOTO TARATAK
1302070009,13.01.08.2011,GANTIANG MUDIAK SELATAN SURANTIH,GANTING MUDIAK SELATAN SURANTIH
1302070010,13.01.08.2012,GANTIANG MUDIAK UTARA SURANTIH,GANTING MUDIAK UTARA SURANTIH
1302080001,13.01.04.2001,IV KOTO HILIE,IV KOTO HILIE
1302080002,13.01.04.2002,IV KOTO MUDIEK,IV KOTO MUDIEK
1302080004,13.01.04.2005,KOTO NAN TIGO IV KOTO HILIE,KOTO NAN TIGO IV KOTO HILIE
1302080005,13.01.04.2004,KOTO NAN DUO IV KOTO HILIE,KOTO NAN DUO IV KOTO HILIE
1302080006,13.01.04.2008,SUNGAI NYALO IV KOTO MUDIEK,SUNGAI NYALO IV KOTO MUDIEK
1302080007,13.01.04.2007,TUIK IV KOTO MUDIEK,TUIK IV KOTO MUDIEK
1302080009,13.01.04.2009,TALUK TIGO SAKATO,TALUK TIGO SAKATO
1302080003,13.01.04.2003,TALUK,TALUAK
1302080008,13.01.04.2006,TARATAK TEMPATIH IV KOTO MUDIEK,TERATAK TEMPATIH IV KOTO MUDIEK
1302090001,13.01.05.2003,SALIDO,SALIDO
1302090002,13.01.05.2001,PAINAN,PAINAN
1302090003,13.01.05.2004,LUMPO,LUMPO
1302090004,13.01.05.2002,TAMBANG,TAMBANG
1302090006,13.01.05.2006,SAGO SALIDO,SAGO SALIDO
1302090007,13.01.05.2019,PAINAN SELATAN PAINAN,PAINAN SELATAN PAINAN
1302090008,13.01.05.2020,PAINAN TIMUR PAINAN,PAINAN TIMUR PAINAN
1302090009,13.01.05.2017,BUKIK KACIAK LUMPO,BUKIK KACIAK LUMPO
1302090010,13.01.05.2016,SUNGAI SARIAK LUMPO,SUNGAI SARIAK LUMPO
1302090011,13.01.05.2015,SUNGAI GAYO LUMPO,SUNGAI GAYO LUMPO
1302090012,13.01.05.2018,GUNUNG BUNGKUAK LUMPO,GUNUNG BUNGKUAK LUMPO
1302090013,13.01.05.2013,AMPANG TAREH LUMPO,AMPANG TAREH LUMPO
1302090014,13.01.05.2012,AMPUAN LUMPO,AMPUAN LUMPO
1302090015,13.01.05.2014,BALAI SINAYAN LUMPO,BALAI SINAYAN LUMPO
1302090016,13.01.05.2011,TARATAK TANGAH LUMPO,TARATAK TANGAH LUMPO
1302090017,13.01.05.2010,BATU KUNIK LUMPO,BATU KUNIK LUMPO
1302090018,13.01.05.2009,LIMAU GADANG LUMPO,LIMAU GADANG LUMPO
1302090019,13.01.05.2008,KOTO RAWANG,KOTO RAWANG
1302090020,13.01.05.2007,SALIDO SARI BULAN,SALIDO SARI BULAN
1302090005,13.01.05.2005,BUNGO PASANG SALIDO,BUNGA PASANG SALIDO
1302100001,13.01.06.2007,PASAR BARU,PASAR BARU
1302100002,13.01.06.2006,TALAOK,TALAOK
1302100004,13.01.06.2008,GURUN PANJANG,GURUN PANJANG
1302100005,13.01.06.2009,API-API PASAR BARU,API-API PASAR BARU
1302100006,13.01.06.2010,TANJUNG DURIAN PASAR BARU,TANJUNG DURIAN PASAR BARU
1302100007,13.01.06.2011,ASAM KAMBA PASAR BARU,ASAM KAMBA PASAR BARU
1302100008,13.01.06.2012,SAWAH LAWEH PASAR BARU,SAWAH LAWEH PASAR BARU
1302100009,13.01.06.2013,KAPEH PANJI JAYA TALAOK,KAPEH PANJI JAYA TALAOK
1302100010,13.01.06.2014,AUR BEGALUNG TALAOK,AUR BEGALUNG TALAOK
1302100015,13.01.06.2021,GURUN PANJANG SELATAN,GURUN PANJANG SELATAN
1302100016,13.01.06.2019,GURUN PANJANG UTARA,GURUN PANJANG UTARA
1302100017,13.01.06.2020,GURUN PANJANG BARAT,GURUN PANJANG BARAT
1302100003,13.01.06.2005,KOTO BARAPAK,KOTO BERAPAK
1302100011,13.01.06.2015,KAPELGAM KOTO BARAPAK,KAPELGAM KOTO BERAPAK
1302100012,13.01.06.2018,KAPUJAN KOTO BARAPAK,KAPUJAN KOTO BERAPAK
1302100013,13.01.06.2016,KOTO BARU KOTO BARAPAK,KOTO BARU KOTO BERAPAK
1302100014,13.01.06.2017,KUBANG KOTO BARAPAK,KUBANG KOTO BERAPAK
