kode_1961,nama_1961,kode_1971,nama_1971,kode_1980,nama_1980,kode_1990,nama_1990,kode_2000,nama_2000,kode_20102,nama_20102,kode_20111,nama_20111,kode_20112,nama_20112,kode_20121,nama_20121,kode_20122,nama_20122,kode_20131,nama_20131,kode_20132,nama_20132,kode_20141,nama_20141,kode_20142,nama_20142,kode_20151,nama_20151,kode_20152,nama_20152,kode_20161,nama_20161,kode_20162,nama_20162,kode_20171,nama_20171,kode_20172,nama_20172,kode_20181,nama_20181
2102,MALUKU UTARA,2504,MALUKU UTARA,2504,MALUKU UTARA,8103,MALUKU UTARA,8201,MALUKU UTARA,8203,KEPULAUAN SULA,8203,KEPULAUAN SULA,8203,KEPULAUAN SULA,8203,KEPULAUAN SULA,8203,KEPULAUAN SULA,8208,PULAU TALIABU,8208,PULAU TALIABU,8208,PULAU TALIABU,8208,PULAU TALIABU,8208,PULAU TALIABU,8208,PULAU TALIABU,8208,PULAU TALIABU,8208,PULAU TALIABU,8208,PULAU TALIABU,8208,PULAU TALIABU,8208,PULAU TALIABU
2102,MALUKU UTARA,2504,MALUKU UTARA,2504,MALUKU UTARA,8103,MALUKU UTARA,8271,KOTA TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE,8271,TERNATE
2105,TIDORE,2503,HALMAHERA TENGAH,2503,HALMAHERA TENGAH,8104,HALMAHERA TENGAH,8202,HALMAHERA TENGAH,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN,8272,TIDORE KEPULAUAN
2104,MALUKU TENGGARA,2501,MALUKU TENGGARA,2501,MALUKU TENGGARA,8101,MALUKU TENGGARA,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT,8101,MALUKU TENGGARA BARAT
2104,MALUKU TENGGARA,2501,MALUKU TENGGARA,2501,MALUKU TENGGARA,8101,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA,8102,MALUKU TENGGARA
2103,MALUKU TENGAH,2502,MALUKU TENGAH,2502,MALUKU TENGAH,8102,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH,8103,MALUKU TENGAH
2103,MALUKU TENGAH,2502,MALUKU TENGAH,2502,MALUKU TENGAH,8102,MALUKU TENGAH,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU,8104,BURU
2104,MALUKU TENGGARA,2501,MALUKU TENGGARA,2501,MALUKU TENGGARA,8101,MALUKU TENGGARA,8102,MALUKU TENGGARA,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU,8105,KEPULAUAN ARU
2103,MALUKU TENGAH,2502,MALUKU TENGAH,2502,MALUKU TENGAH,8102,MALUKU TENGAH,8103,MALUKU TENGAH,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT,8106,SERAM BAGIAN BARAT
2103,MALUKU TENGAH,2502,MALUKU TENGAH,2502,MALUKU TENGAH,8102,MALUKU TENGAH,8103,MALUKU TENGAH,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR,8107,SERAM BAGIAN TIMUR
2104,MALUKU TENGGARA,2501,MALUKU TENGGARA,2501,MALUKU TENGGARA,8101,MALUKU TENGGARA,8101,MALUKU TENGGARA BARAT,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA,8108,MALUKU BARAT DAYA
2103,MALUKU TENGAH,2502,MALUKU TENGAH,2502,MALUKU TENGAH,8102,MALUKU TENGAH,8104,BURU,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN,8109,BURU SELATAN
2101,AMBON,2505,AMBON,2505,KOTA AMBON,8171,AMBON,8171,KOTA AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON,8171,AMBON
2104,MALUKU TENGGARA,2501,MALUKU TENGGARA,2501,MALUKU TENGGARA,8101,MALUKU TENGGARA,8102,MALUKU TENGGARA,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL,8172,TUAL
1705,MADJENE,2320,MADJENE,2320,MAJENE,7320,MAJENE,7320,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE,7601,MAJENE
1706,PLEWALI/MAMASA,2319,POLIWARI MAMASA,2319,POLEWALI MAMASA,7319,POLEWALI MAMASA,7319,POLEWALI MAMASA,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR,7602,POLEWALI MANDAR
1706,PLEWALI/MAMASA,2319,POLIWARI MAMASA,2319,POLEWALI MAMASA,7319,POLEWALI MAMASA,7319,POLEWALI MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA,7603,MAMASA
1703,MAMUDJU,2321,MAMUDJU,2321,MAMUJU,7321,MAMUJU,7321,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU
1703,MAMUDJU,2321,MAMUDJU,2321,MAMUJU,7321,MAMUJU,7321,MAMUJU,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA,7605,MAMUJU UTARA
1703,MAMUDJU,2321,MAMUDJU,2321,MAMUJU,7321,MAMUJU,7321,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7604,MAMUJU,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH,7606,MAMUJU TENGAH
1606,GORONTALO,2101,GORONTALO,2101,GORONTALO,7101,GORONTALO,7101,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO,7501,BOALEMO
1606,GORONTALO,2101,GORONTALO,2101,GORONTALO,7101,GORONTALO,7102,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO,7502,GORONTALO
1606,GORONTALO,2101,GORONTALO,2101,GORONTALO,7101,GORONTALO,7101,BOALEMO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO,7503,POHUWATO
1606,GORONTALO,2101,GORONTALO,2101,GORONTALO,7101,GORONTALO,7102,GORONTALO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO,7504,BONE BOLANGO
1606,GORONTALO,2101,GORONTALO,2101,GORONTALO,7101,GORONTALO,7102,GORONTALO,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA,7505,GORONTALO UTARA
1602,GORONTALO,2105,GORONTALO,2105,KOTA GORONTALO,7171,GORONTALO,7171,KOTA GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO,7571,GORONTALO
1727,BUTON,2401,BUTON,2401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON
1726,MUNA,2402,MUNA,2402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA
1725,KENDARI,2403,KENDARI,2403,KENDARI,7403,KENDARI,7403,KENDARI,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE
1724,KOLAKA,2405,KOLAKA,2404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA
1725,KENDARI,2403,KENDARI,2403,KENDARI,7403,KENDARI,7403,KENDARI,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN,7405,KONAWE SELATAN
1727,BUTON,2401,BUTON,2401,BUTON,7401,BUTON,7401,BUTON,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA,7406,BOMBANA
1727,BUTON,2401,BUTON,2401,BUTON,7401,BUTON,7401,BUTON,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI,7407,WAKATOBI
1724,KOLAKA,2405,KOLAKA,2404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA,7408,KOLAKA UTARA
1727,BUTON,2401,BUTON,2401,BUTON,7401,BUTON,7401,BUTON,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA,7409,BUTON UTARA
1725,KENDARI,2403,KENDARI,2403,KENDARI,7403,KENDARI,7403,KENDARI,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA,7410,KONAWE UTARA
1724,KOLAKA,2405,KOLAKA,2404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7404,KOLAKA,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR,7411,KOLAKA TIMUR
1725,KENDARI,2403,KENDARI,2403,KENDARI,7403,KENDARI,7403,KENDARI,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7403,KONAWE,7412,KONAWE KEPULAUAN,7412,KONAWE KEPULAUAN,7412,KONAWE KEPULAUAN,7412,KONAWE KEPULAUAN,7412,KONAWE KEPULAUAN,7412,KONAWE KEPULAUAN,7412,KONAWE KEPULAUAN,7412,KONAWE KEPULAUAN,7412,KONAWE KEPULAUAN,7412,KONAWE KEPULAUAN
1726,MUNA,2402,MUNA,2402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7402,MUNA,7413,MUNA BARAT,7413,MUNA BARAT,7413,MUNA BARAT,7413,MUNA BARAT,7413,MUNA BARAT,7413,MUNA BARAT,7413,MUNA BARAT,7413,MUNA BARAT
1727,BUTON,2401,BUTON,2401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7414,BUTON TENGAH,7414,BUTON TENGAH,7414,BUTON TENGAH,7414,BUTON TENGAH,7414,BUTON TENGAH,7414,BUTON TENGAH,7414,BUTON TENGAH,7414,BUTON TENGAH
1727,BUTON,2401,BUTON,2401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7401,BUTON,7415,BUTON SELATAN,7415,BUTON SELATAN,7415,BUTON SELATAN,7415,BUTON SELATAN,7415,BUTON SELATAN,7415,BUTON SELATAN,7415,BUTON SELATAN,7415,BUTON SELATAN
1725,KENDARI,2403,KENDARI,2403,KENDARI,7403,KENDARI,7471,KOTA KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI,7471,KENDARI
1727,BUTON,2401,BUTON,2401,BUTON,7401,BUTON,7401,BUTON,7472,BAU-BAU,7472,BAU-BAU,7472,BAU-BAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU,7472,BAUBAU
1723,SELAJAR,2301,SALAJAR,2301,SELAYAR,7301,SELAYAR,7301,SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR,7301,KEPULAUAN SELAYAR
1719,BULUKUMBA,2302,BULUKUMBA,2302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA,7302,BULUKUMBA
1720,BONTHAIN,2303,BANTAENG,2303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG,7303,BANTAENG
1721,DJENEPONTO,2304,DJENEPONTO,2304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO,7304,JENEPONTO
1722,TAKALAR,2305,TAKALAR,2305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR,7305,TAKALAR
1717,GOWA,2306,GOWA,2306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA,7306,GOWA
1718,SINDJAI,2307,SINDJAI,2307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI,7307,SINJAI
1716,MAROS,2309,MAROS,2309,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS,7308,MAROS
1714,PANGKADJONO,2310,PAKADJENE KEPULAUAN,2310,PANGKAJENE KEPULAUAN,7309,PANGKAJENE & KEP.,7309,PANGKAJENE KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN,7309,PANGKAJENE DAN KEPULAUAN
1713,BARRU,2311,BARRU,2311,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU,7310,BARRU
1715,BONE,2308,BONE,2308,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE,7311,BONE
1712,SOPPENG,2312,SOPPENG,2312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG,7312,SOPPENG
1711,WADJO,2313,WADJO,2313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO,7313,WAJO
